"field" "id" "period" "subtype" "type"
"1421" "LMC-SC1" 325522 4.45726 "B1" "B"
"1422" "LMC-SC1" 290607 2.75749 "B1" "B"
"1423" "LMC-SC1" 338248 2.7738 "A1" "A"
"1424" "LMC-SC1" 320035 8.18673 "C1" "C"
"1425" "LMC-SC1" 35605 5.79145 "C1" "C"
"1426" "LMC-SC1" 306294 5.79172 "C1" "C"
"1427" "LMC-SC1" 8695 3.65546 "B1" "B"
"1428" "LMC-SC1" 44984 3.34135 "B1" "B"
"1429" "LMC-SC1" 54641 2.71388 "B1" "B"
"1430" "LMC-SC1" 27261 3.07489 "B1" "B"
"1431" "LMC-SC1" 35590 13.90912 "C1" "C"
"1432" "LMC-SC1" 100658 2.84513 "B1" "B"
"1433" "LMC-SC1" 119173 15.12761 "C1" "C"
"1434" "LMC-SC1" 109838 5.39189 "B1" "B"
"1435" "LMC-SC1" 105186 3.12911 "B1" "B"
"1436" "LMC-SC1" 208170 3.6524 "B1" "B"
"1437" "LMC-SC1" 181906 8.77211 "C1" "C"
"1438" "LMC-SC1" 278750 2.99712 "B1" "B"
"1439" "LMC-SC1" 245266 3.96572 "B1" "B"
"1440" "LMC-SC1" 274214 1.79458 "B2" "B"
"1441" "LMC-SC1" 274140 8.2106 "C1" "C"
"1442" "LMC-SC1" 235307 9.30428 "A2" "A"
"1443" "LMC-SC1" 245236 10.34961 "C1" "C"
"1444" "LMC-SC1" 250322 3.99537 "D" "D"
"1445" "LMC-SC9" 45301 3.99572 "D" "D"
"1446" "LMC-SC9" 38558 3.03363 "B1" "B"
"1447" "LMC-SC9" 58697 6.87866 "C1" "C"
"1448" "LMC-SC9" 65304 9.99343 "C1" "C"
"1449" "LMC-SC9" 71784 3.48752 "B1" "B"
"1450" "LMC-SC9" 65386 1.92847 "B2" "B"
"1451" "LMC-SC9" 90526 3.19764 "B1" "B"
"1452" "LMC-SC9" 65307 9.30352 "C1" "C"
"1453" "LMC-SC9" 166047 2.77928 "B1" "B"
"1454" "LMC-SC9" 146976 1.9873 "B1" "B"
"1455" "LMC-SC9" 237192 4.00835 "B1" "B"
"1456" "LMC-SC9" 250313 3.35977 "B1" "B"
"1457" "LMC-SC9" 198335 5.19144 "B1" "B"
"1458" "LMC-SC9" 257206 2.91639 "B1" "B"
"1459" "LMC-SC9" 223916 1.85809 "B2" "B"
"1460" "LMC-SC9" 250286 4.90836 "B1" "B"
"1461" "LMC-SC9" 257262 2.90817 "B1" "B"
"1462" "LMC-SC9" 269545 3.71317 "B1" "B"
"1463" "LMC-SC9" 257189 5.1487 "B1" "B"
"1464" "LMC-SC9" 204218 6.83291 "C1" "C"
"1465" "LMC-SC9" 379149 3.83652 "B2" "B"
"1466" "LMC-SC9" 349918 3.88027 "B1" "B"
"1467" "LMC-SC9" 304869 2.55341 "B1" "B"
"1468" "LMC-SC9" 379150 3.61618 "B1" "B"
"1469" "LMC-SC9" 326454 3.36818 "B1" "B"
"1470" "LMC-SC9" 326516 2.31107 "B1" "B"
"1471" "LMC-SC9" 379131 3.33832 "B1" "B"
"1472" "LMC-SC9" 391734 4.1537 "B2" "B"
"1473" "LMC-SC9" 372286 3.17634 "B2" "B"
"1474" "LMC-SC8" 64709 5.39627 "B1" "B"
"1475" "LMC-SC9" 349881 5.39603 "B1" "B"
"1476" "LMC-SC8" 33692 1.8765 "B3" "B"
"1477" "LMC-SC8" 33629 7.88292 "C1" "C"
"1478" "LMC-SC8" 21319 5.42859 "B1" "B"
"1479" "LMC-SC8" 52641 3.18348 "A1" "A"
"1480" "LMC-SC8" 86096 3.8223 "A1" "A"
"1481" "LMC-SC8" 64736 3.44635 "B1" "B"
"1482" "LMC-SC8" 52582 7.97858 "D" "D"
"1483" "LMC-SC8" 27430 3.91829 "B1" "B"
"1484" "LMC-SC8" 33708 3.21865 "B2" "B"
"1485" "LMC-SC8" 64724 4.6228 "B1" "B"
"1486" "LMC-SC8" 39745 6.89 "A1" "A"
"1487" "LMC-SC8" 52604 4.43522 "B1" "B"
"1488" "LMC-SC8" 64734 3.53975 "B1" "B"
"1489" "LMC-SC8" 112083 2.98282 "B2" "B"
"1490" "LMC-SC8" 145094 7.28978 "C1" "C"
"1491" "LMC-SC8" 162069 11.08945 "C1" "C"
"1492" "LMC-SC8" 162155 2.29501 "B1" "B"
"1493" "LMC-SC8" 132537 4.28705 "A1" "A"
"1494" "LMC-SC8" 145110 3.4468 "B1" "B"
"1495" "LMC-SC8" 112084 3.24218 "B1" "B"
"1496" "LMC-SC8" 118595 6.4516 "C1" "C"
"1497" "LMC-SC8" 132583 4.15491 "B1" "B"
"1498" "LMC-SC8" 95310 7.90667 "A1" "A"
"1499" "LMC-SC8" 167854 3.02822 "B1" "B"
"1500" "LMC-SC8" 162087 4.81002 "B1" "B"
"1501" "LMC-SC8" 111959 8.67357 "C1" "C"
"1502" "LMC-SC8" 173034 2.89577 "B1" "B"
"1503" "LMC-SC8" 145100 6.77663 "C1" "C"
"1504" "LMC-SC8" 167797 5.68496 "B1" "B"
"1505" "LMC-SC8" 118587 6.16522 "C1" "C"
"1506" "LMC-SC8" 162176 3.48603 "B1" "B"
"1507" "LMC-SC8" 111955 10.25259 "C1" "C"
"1508" "LMC-SC8" 145136 2.81786 "B1" "B"
"1509" "LMC-SC8" 173028 3.08807 "B1" "B"
"1510" "LMC-SC8" 230925 7.67915 "C1" "C"
"1511" "LMC-SC8" 224912 4.71766 "B1" "B"
"1512" "LMC-SC8" 254032 9.2029 "A1" "A"
"1513" "LMC-SC8" 224901 7.52789 "C1" "C"
"1514" "LMC-SC8" 192761 3.9768 "B1" "B"
"1515" "LMC-SC8" 312226 6.15394 "B1" "B"
"1516" "LMC-SC8" 318794 3.60737 "B1" "B"
"1517" "LMC-SC8" 298804 3.56955 "B1" "B"
"1518" "LMC-SC8" 331753 2.88734 "B1" "B"
"1519" "LMC-SC8" 331780 3.02532 "B1" "B"
"1520" "LMC-SC8" 331791 2.90381 "B1" "B"
"1521" "LMC-SC8" 298699 4.79323 "B1" "B"
"1522" "LMC-SC8" 337513 2.97955 "B1" "B"
"1523" "LMC-SC8" 318671 8.17005 "C1" "C"
"1524" "LMC-SC8" 337497 3.07789 "B1" "B"
"1525" "LMC-SC7" 86332 3.07787 "B1" "B"
"1526" "LMC-SC7" 55965 5.38312 "B3" "B"
"1527" "LMC-SC8" 312191 5.38328 "B3" "B"
"1528" "LMC-SC7" 93939 3.41987 "B2" "B"
"1529" "LMC-SC8" 337546 3.41976 "B2" "B"
"1530" "LMC-SC7" 6487 2.78737 "B1" "B"
"1531" "LMC-SC7" 79610 3.28909 "B1" "B"
"1532" "LMC-SC8" 326025 3.28918 "B2" "B"
"1533" "LMC-SC7" 6477 5.5753 "B1" "B"
"1534" "LMC-SC7" 21803 3.34031 "A2" "A"
"1535" "LMC-SC7" 64918 3.36583 "B1" "B"
"1536" "LMC-SC7" 47466 1.30877 "B2" "B"
"1537" "LMC-SC7" 30199 4.10536 "B1" "B"
"1538" "LMC-SC7" 6475 8.4592 "C1" "C"
"1539" "LMC-SC7" 6499 3.04584 "B1" "B"
"1540" "LMC-SC7" 30200 3.28632 "B2" "B"
"1541" "LMC-SC7" 21841 4.81308 "B1" "B"
"1542" "LMC-SC7" 79631 2.48512 "B1" "B"
"1543" "LMC-SC7" 55964 6.73433 "C1" "C"
"1544" "LMC-SC7" 21940 3.79062 "B1" "B"
"1545" "LMC-SC7" 120458 2.83181 "B3" "B"
"1546" "LMC-SC7" 126926 2.20564 "B2" "B"
"1547" "LMC-SC7" 184038 13.51351 "C1" "C"
"1548" "LMC-SC7" 165501 4.37815 "A1" "A"
"1549" "LMC-SC7" 157381 3.4819 "B1" "B"
"1550" "LMC-SC7" 126780 2.98019 "B2" "B"
"1551" "LMC-SC7" 149485 3.26787 "B1" "B"
"1552" "LMC-SC7" 174573 3.76557 "B1" "B"
"1553" "LMC-SC7" 142153 6.45673 "C1" "C"
"1554" "LMC-SC7" 303837 2.96047 "B1" "B"
"1555" "LMC-SC7" 318572 3.64694 "B1" "B"
"1556" "LMC-SC7" 262813 4.2054 "B1" "B"
"1557" "LMC-SC7" 295263 1.98396 "B1" "B"
"1558" "LMC-SC7" 278113 3.72421 "B1" "B"
"1559" "LMC-SC7" 318535 3.78799 "B1" "B"
"1560" "LMC-SC7" 332035 2.9389 "B2" "B"
"1561" "LMC-SC7" 325360 2.64961 "A1" "A"
"1562" "LMC-SC7" 303841 2.72814 "B1" "B"
"1563" "LMC-SC7" 262801 5.50738 "B1" "B"
"1564" "LMC-SC7" 303743 3.49735 "B1" "B"
"1565" "LMC-SC7" 270379 13.28339 "C1" "C"
"1566" "LMC-SC7" 262785 5.58236 "B1" "B"
"1567" "LMC-SC7" 318528 5.57234 "B1" "B"
"1568" "LMC-SC7" 286535 5.10046 "B1" "B"
"1569" "LMC-SC7" 331967 3.29933 "B1" "B"
"1570" "LMC-SC7" 286532 21.60845 "A1" "A"
"1571" "LMC-SC7" 447530 4.50969 "A2" "A"
"1572" "LMC-SC7" 472701 5.1029 "B1" "B"
"1573" "LMC-SC7" 460292 1.27491 "B2" "B"
"1574" "LMC-SC7" 388032 5.66859 "B1" "B"
"1575" "LMC-SC7" 424946 3.10548 "B2" "B"
"1576" "LMC-SC7" 397050 3.53205 "A1" "A"
"1577" "LMC-SC7" 424890 2.61978 "B1" "B"
"1578" "LMC-SC7" 447521 4.73475 "B1" "B"
"1579" "LMC-SC6" 102424 4.79637 "B2" "B"
"1580" "LMC-SC7" 432869 4.79696 "B1" "B"
"1581" "LMC-SC6" 118107 15.5483 "C1" "C"
"1582" "LMC-SC7" 447509 15.54851 "C1" "C"
"1583" "LMC-SC2" 5060 4.07914 "B2" "B"
"1584" "LMC-SC6" 102475 3.35922 "B1" "B"
"1585" "LMC-SC7" 440072 3.35898 "B2" "B"
"1586" "LMC-SC2" 45359 3.94705 "B1" "B"
"1587" "LMC-SC2" 11980 4.93633 "B2" "B"
"1588" "LMC-SC6" 11 6.48199 "C1" "C"
"1589" "LMC-SC6" 66641 2.71388 "B1" "B"
"1590" "LMC-SC6" 66530 8.69372 "C2" "C"
"1591" "LMC-SC2" 88984 2.98746 "B1" "B"
"1592" "LMC-SC6" 149085 3.1934 "B1" "B"
"1593" "LMC-SC2" 69135 3.58397 "B1" "B"
"1594" "LMC-SC6" 149023 6.39017 "C1" "C"
"1595" "LMC-SC6" 156009 3.88564 "B1" "B"
"1596" "LMC-SC6" 170439 4.26399 "B2" "B"
"1597" "LMC-SC6" 149017 6.4156 "C1" "C"
"1598" "LMC-SC2" 136142 4.49776 "B1" "B"
"1599" "LMC-SC6" 135720 5.48026 "B1" "B"
"1600" "LMC-SC6" 242748 2.85193 "B1" "B"
"1601" "LMC-SC6" 254057 3.38313 "B1" "B"
"1602" "LMC-SC6" 254054 3.09206 "B1" "B"
"1603" "LMC-SC6" 254091 2.93396 "B1" "B"
"1604" "LMC-SC6" 260688 3.01606 "B1" "B"
"1605" "LMC-SC6" 242764 2.60608 "B2" "B"
"1606" "LMC-SC6" 253982 2.88334 "B2" "B"
"1607" "LMC-SC2" 116226 2.57923 "B1" "B"
"1608" "LMC-SC2" 140391 2.883 "B1" "B"
"1609" "LMC-SC6" 296003 3.86933 "B1" "B"
"1610" "LMC-SC6" 337291 3.1176 "B1" "B"
"1611" "LMC-SC6" 397681 2.9885 "B1" "B"
"1612" "LMC-SC6" 447868 3.26794 "B1" "B"
"1613" "LMC-SC6" 377097 3.01105 "B1" "B"
"1614" "LMC-SC6" 370053 3.09197 "B1" "B"
"1615" "LMC-SC2" 165209 2.9999 "D" "D"
"1616" "LMC-SC6" 377104 2.8585 "B2" "B"
"1617" "LMC-SC6" 356428 3.90219 "B1" "B"
"1618" "LMC-SC6" 422348 5.63875 "C1" "C"
"1619" "LMC-SC2" 187842 2.87912 "B1" "B"
"1620" "LMC-SC6" 363198 3.24923 "B1" "B"
"1621" "LMC-SC6" 404591 6.63242 "C1" "C"
"1622" "LMC-SC6" 440314 3.71218 "B1" "B"
"1623" "LMC-SC6" 384159 2.57456 "B1" "B"
"1624" "LMC-SC5" 6197 2.71916 "B1" "B"
"1625" "LMC-SC6" 356421 2.71909 "B1" "B"
"1626" "LMC-SC2" 193117 2.71915 "B2" "B"
"1627" "LMC-SC6" 377026 5.73913 "B1" "B"
"1628" "LMC-SC5" 26913 5.73854 "B1" "B"
"1629" "LMC-SC2" 187786 3.85993 "B1" "B"
"1630" "LMC-SC2" 187856 3.16725 "B1" "B"
"1631" "LMC-SC5" 16 3.16732 "B2" "B"
"1632" "LMC-SC2" 187792 4.52988 "B1" "B"
"1633" "LMC-SC5" 12 3.23227 "B2" "B"
"1634" "LMC-SC2" 187818 3.0704 "B1" "B"
"1635" "LMC-SC5" 19 2.97304 "B2" "B"
"1636" "LMC-SC2" 187797 2.9731 "B1" "B"
"1637" "LMC-SC5" 63 3.35425 "B2" "B"
"1638" "LMC-SC2" 187853 3.35487 "B2" "B"
"1639" "LMC-SC2" 187788 2.81419 "B1" "B"
"1640" "LMC-SC2" 187849 3.28019 "B2" "B"
"1641" "LMC-SC5" 19786 3.56713 "B1" "B"
"1642" "LMC-SC6" 369970 3.56717 "B1" "B"
"1643" "LMC-SC5" 19806 2.58067 "B1" "B"
"1644" "LMC-SC6" 369993 2.5807 "B2" "B"
"1645" "LMC-SC5" 12934 4.83109 "B1" "B"
"1646" "LMC-SC5" 76136 2.44415 "B2" "B"
"1647" "LMC-SC5" 58237 3.81884 "B1" "B"
"1648" "LMC-SC5" 13053 2.65592 "B2" "B"
"1649" "LMC-SC5" 67063 7.3939 "C1" "C"
"1650" "LMC-SC5" 99645 2.65611 "B1" "B"
"1651" "LMC-SC5" 49713 3.66119 "B1" "B"
"1652" "LMC-SC5" 26915 5.62565 "B1" "B"
"1653" "LMC-SC5" 41285 4.33283 "B1" "B"
"1654" "LMC-SC5" 93 2.75104 "B1" "B"
"1655" "LMC-SC5" 94 2.66854 "B1" "B"
"1656" "LMC-SC5" 106159 4.61999 "B1" "B"
"1657" "LMC-SC5" 99563 3.34573 "B1" "B"
"1658" "LMC-SC5" 76001 3.06673 "B1" "B"
"1659" "LMC-SC5" 106184 5.06341 "B1" "B"
"1660" "LMC-SC5" 193998 1.31288 "B3" "B"
"1661" "LMC-SC5" 118857 2.78684 "B1" "B"
"1662" "LMC-SC5" 138033 4.06416 "B1" "B"
"1663" "LMC-SC5" 118861 2.99676 "B1" "B"
"1664" "LMC-SC5" 124645 3.34851 "B1" "B"
"1665" "LMC-SC5" 145323 2.53844 "B1" "B"
"1666" "LMC-SC5" 145264 5.73165 "C1" "C"
"1667" "LMC-SC5" 220851 19.167 "C2" "C"
"1668" "LMC-SC5" 201322 4.93953 "A1" "A"
"1669" "LMC-SC5" 138037 5.4922 "B1" "B"
"1670" "LMC-SC5" 131209 4.4837 "B1" "B"
"1671" "LMC-SC5" 338247 3.32076 "B1" "B"
"1672" "LMC-SC5" 238336 3.40961 "B1" "B"
"1673" "LMC-SC5" 327787 3.89853 "B1" "B"
"1674" "LMC-SC5" 251617 2.07537 "B1" "B"
"1675" "LMC-SC5" 267140 4.82018 "B1" "B"
"1676" "LMC-SC5" 315434 13.12514 "C1" "C"
"1677" "LMC-SC5" 267138 6.0208 "C1" "C"
"1678" "LMC-SC5" 275412 2.37496 "B1" "B"
"1679" "LMC-SC5" 416554 7.77074 "C1" "C"
"1680" "LMC-SC5" 372083 5.67416 "B1" "B"
"1681" "LMC-SC5" 399066 5.4073 "B2" "B"
"1682" "LMC-SC5" 399079 3.95347 "B1" "B"
"1683" "LMC-SC5" 432746 6.69708 "C1" "C"
"1684" "LMC-SC5" 399097 4.07161 "B1" "B"
"1685" "LMC-SC5" 356870 2.93873 "B1" "B"
"1686" "LMC-SC5" 399077 3.77933 "B1" "B"
"1687" "LMC-SC5" 455916 9.56961 "C1" "C"
"1688" "LMC-SC4" 13514 5.00702 "A2" "A"
"1689" "LMC-SC5" 343036 5.00672 "A1" "A"
"1690" "LMC-SC4" 53458 6.61962 "C1" "C"
"1691" "LMC-SC4" 71658 2.86812 "B1" "B"
"1692" "LMC-SC4" 53468 5.93565 "B1" "B"
"1693" "LMC-SC4" 105884 1.87451 "B2" "B"
"1694" "LMC-SC4" 53514 5.97551 "B1" "B"
"1695" "LMC-SC4" 53552 5.22583 "B1" "B"
"1696" "LMC-SC4" 45203 1.15916 "B1" "B"
"1697" "LMC-SC4" 62567 2.94654 "B1" "B"
"1698" "LMC-SC4" 53546 6.40602 "B1" "B"
"1699" "LMC-SC4" 6353 4.07697 "B1" "B"
"1700" "LMC-SC4" 44876 6.05549 "C1" "C"
"1701" "LMC-SC4" 53528 9.37703 "B1" "B"
"1702" "LMC-SC4" 36266 6.80614 "A1" "A"
"1703" "LMC-SC4" 44867 7.18188 "C2" "C"
"1704" "LMC-SC4" 53518 5.56684 "B3" "B"
"1705" "LMC-SC4" 53527 7.68466 "C1" "C"
"1706" "LMC-SC4" 41 3.37454 "B1" "B"
"1707" "LMC-SC4" 105767 3.98662 "B1" "B"
"1708" "LMC-SC4" 176266 8.80196 "C1" "C"
"1709" "LMC-SC4" 219811 6.31046 "A1" "A"
"1710" "LMC-SC4" 167947 4.68002 "B1" "B"
"1711" "LMC-SC4" 167923 12.36042 "C1" "C"
"1712" "LMC-SC4" 176264 7.29458 "C1" "C"
"1713" "LMC-SC4" 176276 5.60185 "B1" "B"
"1714" "LMC-SC4" 194399 5.04519 "B1" "B"
"1715" "LMC-SC4" 295958 5.28458 "B1" "B"
"1716" "LMC-SC4" 296040 4.0437 "B2" "B"
"1717" "LMC-SC4" 331610 7.75408 "C1" "C"
"1718" "LMC-SC4" 296047 3.08651 "B1" "B"
"1719" "LMC-SC4" 314629 4.15579 "B1" "B"
"1720" "LMC-SC4" 296000 4.13355 "B2" "B"
"1721" "LMC-SC4" 296023 3.54545 "B1" "B"
"1722" "LMC-SC4" 257644 3.1323 "B1" "B"
"1723" "LMC-SC4" 295966 7.51664 "A1" "A"
"1724" "LMC-SC4" 305691 7.45743 "C1" "C"
"1725" "LMC-SC4" 257687 2.70653 "B2" "B"
"1726" "LMC-SC4" 271225 4.94263 "B1" "B"
"1727" "LMC-SC4" 264185 7.17089 "C1" "C"
"1728" "LMC-SC4" 271200 28.09916 "B1" "B"
"1729" "LMC-SC4" 245640 4.15738 "B2" "B"
"1730" "LMC-SC4" 417848 5.88305 "C1" "C"
"1731" "LMC-SC4" 391242 4.47607 "A2" "A"
"1732" "LMC-SC4" 417853 8.07404 "C2" "C"
"1733" "LMC-SC4" 363465 3.16597 "B1" "B"
"1734" "LMC-SC4" 391223 4.46457 "B1" "B"
"1735" "LMC-SC4" 391365 1.58177 "B1" "B"
"1736" "LMC-SC4" 436115 2.73682 "B2" "B"
"1737" "LMC-SC4" 408742 7.07075 "C1" "C"
"1738" "LMC-SC4" 417850 7.37301 "C1" "C"
"1739" "LMC-SC4" 369748 2.49486 "B2" "B"
"1740" "LMC-SC3" 5709 2.49501 "B2" "B"
"1741" "LMC-SC3" 53226 7.49502 "C1" "C"
"1742" "LMC-SC4" 417847 7.49402 "C1" "C"
"1743" "LMC-SC3" 44256 7.32001 "C1" "C"
"1744" "LMC-SC4" 408738 7.32026 "C1" "C"
"1745" "LMC-SC3" 35297 3.70896 "B1" "B"
"1746" "LMC-SC4" 399429 3.70882 "B2" "B"
"1747" "LMC-SC3" 26910 15.84364 "C1" "C"
"1748" "LMC-SC3" 11987 2.76209 "B1" "B"
"1749" "LMC-SC3" 62624 7.44175 "C2" "C"
"1750" "LMC-SC3" 44391 2.53947 "B1" "B"
"1751" "LMC-SC3" 153983 3.42085 "B1" "B"
"1752" "LMC-SC3" 194767 2.95984 "B1" "B"
"1753" "LMC-SC3" 162132 7.22656 "C2" "C"
"1754" "LMC-SC3" 153982 5.04483 "B1" "B"
"1755" "LMC-SC3" 170205 7.57042 "A1" "A"
"1756" "LMC-SC3" 201465 4.0109 "B1" "B"
"1757" "LMC-SC3" 170203 6.89411 "A1" "A"
"1758" "LMC-SC3" 194729 5.84811 "A1" "A"
"1759" "LMC-SC3" 194754 3.5574 "B1" "B"
"1760" "LMC-SC3" 153951 12.26284 "C1" "C"
"1761" "LMC-SC3" 170248 5.29412 "A1" "A"
"1762" "LMC-SC3" 162135 6.51736 "C1" "C"
"1763" "LMC-SC3" 282040 4.11585 "B1" "B"
"1764" "LMC-SC3" 250776 4.6132 "B1" "B"
"1765" "LMC-SC3" 328748 2.57431 "B1" "B"
"1766" "LMC-SC3" 317016 7.41376 "C1" "C"
"1767" "LMC-SC3" 322990 4.68196 "B1" "B"
"1768" "LMC-SC3" 230821 3.09365 "B1" "B"
"1769" "LMC-SC3" 444282 6.227 "B1" "B"
"1770" "LMC-SC3" 368172 4.92028 "B1" "B"
"1771" "LMC-SC3" 384989 5.93843 "B1" "B"
"1772" "LMC-SC3" 393051 5.33739 "B1" "B"
"1773" "LMC-SC3" 421504 4.40963 "B1" "B"
"1774" "LMC-SC2" 55470 15.99137 "C1" "C"
"1775" "LMC-SC3" 384972 15.9918 "C1" "C"
"1776" "LMC-SC2" 47348 6.29131 "C1" "C"
"1777" "LMC-SC3" 376576 6.29183 "C1" "C"
"1778" "LMC-SC2" 108984 23.0445 "C1" "C"
"1779" "LMC-SC2" 31081 2.70994 "B1" "B"
"1780" "LMC-SC2" 78835 2.58776 "B1" "B"
"1781" "LMC-SC2" 91891 4.16669 "B1" "B"
"1782" "LMC-SC2" 39433 1.70727 "B1" "B"
"1783" "LMC-SC2" 97934 10.99009 "B1" "B"
"1784" "LMC-SC2" 47399 4.20686 "B1" "B"
"1785" "LMC-SC2" 30960 5.48745 "B1" "B"
"1786" "LMC-SC2" 180132 7.09089 "C1" "C"
"1787" "LMC-SC2" 213961 3.49624 "B1" "B"
"1788" "LMC-SC2" 180138 7.55023 "C2" "C"
"1789" "LMC-SC2" 172934 5.99282 "C1" "C"
"1790" "LMC-SC2" 127932 3.59714 "B1" "B"
"1791" "LMC-SC2" 172969 3.24087 "B1" "B"
"1792" "LMC-SC2" 158664 7.02416 "C1" "C"
"1793" "LMC-SC2" 198723 4.65685 "B1" "B"
"1794" "LMC-SC2" 114109 3.44827 "B1" "B"
"1795" "LMC-SC2" 180167 4.87459 "B2" "B"
"1796" "LMC-SC2" 203856 4.64137 "B1" "B"
"1797" "LMC-SC2" 143098 4.22704 "B1" "B"
"1798" "LMC-SC2" 114148 2.89337 "A2" "A"
"1799" "LMC-SC2" 270295 5.97702 "B1" "B"
"1800" "LMC-SC2" 300414 4.83439 "B1" "B"
"1801" "LMC-SC2" 270322 3.40891 "B2" "B"
"1802" "LMC-SC2" 232835 4.63835 "B2" "B"
"1803" "LMC-SC2" 263498 3.88073 "A1" "A"
"1804" "LMC-SC2" 263407 4.62829 "B1" "B"
"1805" "LMC-SC2" 263427 3.30708 "B2" "B"
"1806" "LMC-SC2" 263411 3.38053 "B1" "B"
"1807" "LMC-SC2" 256115 4.13265 "B1" "B"
"1808" "LMC-SC2" 240715 2.52449 "B1" "B"
"1809" "LMC-SC2" 270310 3.76869 "B1" "B"
"1810" "LMC-SC2" 218989 1.77413 "B2" "B"
"1811" "LMC-SC2" 385324 2.97119 "B2" "B"
"1812" "LMC-SC2" 396425 3.71275 "B2" "B"
"1813" "LMC-SC2" 334165 3.29488 "B2" "B"
"1814" "LMC-SC2" 357849 3.77557 "B1" "B"
"1815" "LMC-SC2" 365517 2.94251 "B2" "B"
"1816" "LMC-SC2" 357821 4.29598 "B2" "B"
"1817" "LMC-SC2" 365468 5.73729 "C1" "C"
"1818" "LMC-SC2" 385301 3.34383 "B2" "B"
"1819" "LMC-SC1" 31577 2.73145 "A2" "A"
"1820" "LMC-SC2" 334104 2.73179 "B2" "B"
"1821" "LMC-SC1" 31612 3.28489 "B2" "B"
"1822" "LMC-SC2" 334077 3.28477 "B2" "B"
"1823" "LMC-SC2" 357856 4.65487 "B1" "B"
"1824" "LMC-SC1" 51886 4.65494 "B1" "B"
"1825" "LMC-SC1" 44657 4.01588 "B1" "B"
"1826" "LMC-SC2" 349919 4.01578 "B1" "B"
"1827" "LMC-SC1" 25418 2.11207 "B1" "B"
"1828" "LMC-SC1" 25377 3.09592 "B1" "B"
"1829" "LMC-SC1" 72986 4.8008 "B2" "B"
"1830" "LMC-SC1" 25359 3.39729 "B1" "B"
"1831" "LMC-SC1" 158020 4.15474 "B1" "B"
"1832" "LMC-SC1" 136983 4.99589 "B1" "B"
"1833" "LMC-SC1" 150925 4.29163 "B1" "B"
"1834" "LMC-SC1" 118785 2.73127 "B1" "B"
"1835" "LMC-SC1" 169974 4.23637 "B2" "B"
"1836" "LMC-SC1" 158087 5.26198 "B2" "B"
"1837" "LMC-SC1" 174900 3.94111 "B2" "B"
"1838" "LMC-SC1" 169975 3.31084 "B1" "B"
"1839" "LMC-SC1" 223119 5.06424 "B1" "B"
"1840" "LMC-SC1" 217441 4.51657 "A1" "A"
"1841" "LMC-SC1" 212056 5.34595 "B1" "B"
"1842" "LMC-SC1" 248025 3.11748 "B1" "B"
"1843" "LMC-SC1" 212053 3.26755 "B1" "B"
"1844" "LMC-SC1" 306872 3.55525 "B1" "B"
"1845" "LMC-SC1" 266530 4.11529 "B2" "B"
"1846" "LMC-SC1" 312843 2.61828 "B1" "B"
"1847" "LMC-SC1" 324972 4.65729 "B1" "B"
"1848" "LMC-SC1" 295713 3.43072 "B3" "B"
"1849" "LMC-SC1" 275300 2.98266 "B2" "B"
"1850" "LMC-SC1" 11573 2.98273 "B1" "B"
"1851" "LMC-SC1" 295698 2.89982 "B1" "B"
"1852" "LMC-SC1" 31555 2.89982 "B1" "B"
"1853" "LMC-SC1" 52633 3.22123 "B1" "B"
"1854" "LMC-SC1" 37131 2.8396 "A1" "A"
"1855" "LMC-SC1" 20992 2.38258 "B1" "B"
"1856" "LMC-SC1" 52627 2.9428 "B1" "B"
"1857" "LMC-SC1" 52602 4.5189 "A1" "A"
"1858" "LMC-SC1" 26109 4.76996 "B1" "B"
"1859" "LMC-SC1" 52628 4.22542 "B1" "B"
"1860" "LMC-SC1" 70661 6.93523 "C1" "C"
"1861" "LMC-SC1" 42892 3.64601 "B1" "B"
"1862" "LMC-SC1" 42920 3.20014 "B1" "B"
"1863" "LMC-SC1" 99255 3.63447 "B2" "B"
"1864" "LMC-SC1" 99253 3.21026 "B1" "B"
"1865" "LMC-SC1" 104536 4.00513 "B1" "B"
"1866" "LMC-SC1" 123683 3.66054 "B1" "B"
"1867" "LMC-SC1" 115254 3.88261 "B1" "B"
"1868" "LMC-SC1" 104483 4.18017 "B1" "B"
"1869" "LMC-SC1" 104503 3.51432 "B1" "B"
"1870" "LMC-SC1" 109928 3.64773 "A1" "A"
"1871" "LMC-SC1" 115249 4.32412 "B1" "B"
"1872" "LMC-SC1" 132436 3.61866 "B1" "B"
"1873" "LMC-SC1" 109909 2.87449 "B1" "B"
"1874" "LMC-SC1" 147847 4.08807 "B1" "B"
"1875" "LMC-SC1" 127788 9.60918 "C1" "C"
"1876" "LMC-SC1" 187442 4.30287 "B1" "B"
"1877" "LMC-SC1" 167464 2.08324 "B2" "B"
"1878" "LMC-SC1" 158740 4.86736 "B1" "B"
"1879" "LMC-SC1" 177804 4.42742 "B1" "B"
"1880" "LMC-SC1" 183037 2.91707 "B1" "B"
"1881" "LMC-SC1" 172438 3.67029 "B2" "B"
"1882" "LMC-SC1" 198114 10.07403 "A1" "A"
"1883" "LMC-SC1" 158770 3.109 "B1" "B"
"1884" "LMC-SC1" 190978 4.85207 "B1" "B"
"1885" "LMC-SC1" 183021 4.41642 "B1" "B"
"1886" "LMC-SC1" 167373 4.41278 "B1" "B"
